ID,Language_ID,Parameter_ID,Form,Segments,Cognacy,Comment,Source
871,Dikhyang,one,ʦjɔ̃,ts j ɔ̃,13102,,
872,Dikhyang,path,ləmuə duə,l ə m uə + d uə,13301,,
873,Dikhyang,rain,haː-pʰiɛ,h aː + pʰ iɛ,13503,,
874,Dikhyang,red,ə-ɕɛk,ə + ɕ ɛ k,13701,,
875,Dikhyang,root,ə-rəŋ,ə + r ə ŋ,13904,,
876,Dikhyang,torun,ran,r a n,14103,,
877,Dikhyang,salt,sə-ruə,s ə + r uə,14303,,
878,Dikhyang,sand,baːli,b aː l i,14504,,
879,Dikhyang,tosay,jaː,j aː,14702,,
880,Dikhyang,tosee,gə-rak,g ə + r a k,14903,,
881,Dikhyang,tosit,duk,d u k,15102,,
882,Dikhyang,skinhide,eː-kʰuk,eː + kʰ u k,15301,,
883,Dikhyang,tosleep,mjɛn,m j ɛ n,15502,,
884,Dikhyang,small,ə-ti-dua,ə + t i + d ua,15701,,
885,Dikhyang,smoke,ba-kʰau,b a + kʰ au,15901,,
886,Dikhyang,stand,ʦai,ts ai,16102,,
887,Dikhyang,star,ʦaː-trɔŋ,ts aː + t r ɔ ŋ,16303,,
888,Dikhyang,stonerock,ləbau,l ə b au,16502,,
889,Dikhyang,sun,haː-nɛiŋ,h aː + n ɛi ŋ,16703,,
890,Dikhyang,sweet,pʰ-jɛŋ,pʰ + j ɛ ŋ,16901,,
891,Dikhyang,tail,ə-ɲui,ə + ɲ ui,17101,,
892,Dikhyang,totake,rijə,r i j ə,17302,,
893,Dikhyang,thick,ə-kʰla-bou,ə + kʰ l a + b ou,17502,,
894,Dikhyang,tongue,ryi,r yi,17901,,
895,Dikhyang,tooth,ɕiɲɛn,ɕ i ɲ ɛ n,18103,,
896,Dikhyang,water,kʰoː,kʰ oː,18301,,
897,Dikhyang,what,ɲujaː,ɲ u j aː,18505,,
898,Dikhyang,white,ə-mau,ə + m au,18703,,
899,Dikhyang,who,ha-ɲu,h a + ɲ u,18902,,
900,Dikhyang,wind,haː-saːm,h aː + s aː m,19101,,
901,Dikhyang,wing,ə-jik,ə + j i k,19303,,
902,Dikhyang,woman,bə-mi,b ə + m i,19501,,
903,Dikhyang,wood,hiŋ,h i ŋ,19701,,
904,Dikhyang,yesterday,di-jau,d i + j au,19901,,
905,Singchung,1sg,go,g o,101,,
906,Singchung,2sg,no,n o,301,,
907,Singchung,3sg,oe,oe,501,,
908,Singchung,ant,ʃiŋiŋ,ʃ i ŋ i ŋ,702,,
909,Singchung,armhand,wat,w a t,903,,
910,Singchung,ash,s-pije,s + p i j e,1102,,
911,Singchung,big,e-boᵘ,e + b oᵘ/o,1302,,
912,Singchung,bird,fua,f ua,1501,,
913,Singchung,bite,tʰok-mage,tʰ o k + m a g e,1703,,
914,Singchung,bitter,kʰoᵘ,kʰ oᵘ/o,1902,,
915,Singchung,black,e-saⁱ,e + s aⁱ/ai,2102,,
916,Singchung,blood,e-fua,e + f ua,2301,,
917,Singchung,bone,e-zeŋ,e + z e ŋ,2502,,
918,Singchung,breast,ɲeoː,ɲ eoː,2701,,
919,Singchung,toburnit,ʃuⁱt,ʃ uⁱ/u t,2902,,
920,Singchung,cloud,s-kə-moᵘ,s + k ə + m oᵘ/o,3303,,
921,Singchung,tocryweep,ʧo-ma-ge,tʃ o + m a + g e,3501,,
922,Singchung,todie,i-da,i + d a,3701,,
923,Singchung,todomake,ret-ma-ge,r e t + m a + g e,3901,,
924,Singchung,dog,ʧi,tʃ i,4106,,
925,Singchung,drink,kʰo-ŋaŋ,kʰ o + ŋ a ŋ,4303,,
926,Singchung,dry,e-gaᵘ,e + g aᵘ/a,4502,,
927,Singchung,ear,kʰõ,kʰ õ,4702,,
928,Singchung,eat,ʧə-mut,tʃ ə + m u t,4902,,
929,Singchung,egg,kʰe-re,kʰ e + r e,5105,,
930,Singchung,eye,mi-jak,m i + j a k,5302,,
931,Singchung,far,rᵘaŋ,r ᵘ/w a ŋ,5501,,
932,Singchung,fat,e-ju,e + j u,5701,,
933,Singchung,fingernail,bə-sen,b ə + s e n,5901,,
934,Singchung,fire,boᵉ,b oᵉ/o,6101,,
935,Singchung,fish,ūa,ūa,6301,,
936,Singchung,fleshmeat,e-pije,e + p i j e,6502,,
937,Singchung,tofly,kʰe-ma-ge,kʰ e + m a + g e,6703,,
938,Singchung,full,li-ja,l i + j a,6902,,
939,Singchung,togive,pʰi-mage,pʰ i + m a g e,7101,,
940,Singchung,togo,lua,l ua,7303,,
941,Singchung,good,a-vije,a + v i j e,7503,,
942,Singchung,haironhead,kʰa-zijaŋ,kʰ a + z i j a ŋ,7701,,
943,Singchung,head,kʰɾuk,kʰ ɾ u k,8101,,
944,Singchung,tohear,nu va-ma-ge,n u + v a + m a + g e,8304,,
945,Singchung,heavy,laⁱ,l aⁱ/ai,8501,,
946,Singchung,tokill,wa-ma-ge,w a + m a + g e,8901,,
947,Singchung,horn,e-rijaŋ,e + r i j a ŋ,9102,,
948,Singchung,house,hõ,h õ,9302,,
949,Singchung,knee,lə-spau,l ə + s p au,9704,,
950,Singchung,toknow,tʰek-ma-ge,tʰ e k + m a + g e,9903,,
951,Singchung,tolaugh,ʧijo,tʃ i j o,10102,,
952,Singchung,leaf,e-rap,e + r a p,10301,,
953,Singchung,legfoot,loᵉ,l oᵉ/o,10501,,
954,Singchung,long,pʰijaŋ,pʰ i j a ŋ,10902,,
955,Singchung,moon,ha-bije,h a + b i j e,11301,,
956,Singchung,mouth,s-pʰun,s + pʰ u n,11503,,
957,Singchung,name,e-beŋ,e + b e ŋ,11701,,
958,Singchung,neck,e-jua,e + j ua,12103,,
959,Singchung,new,o-voᵘ,o + v oᵘ/o,12302,,
960,Singchung,nose,e-pʰuŋ,e + pʰ u ŋ,12501,,
961,Singchung,oldofthings,e-he,e + h e,12902,,
962,Singchung,one,ʤijo,dʒ i j o,13102,,
963,Singchung,path,ləmua,l ə m ua,13301,,
964,Singchung,rain,ha-pʰije,h a + pʰ i j e,13503,,
965,Singchung,red,e-ʃaik,e + ʃ ai k,13701,,
966,Singchung,root,e-raŋ,e + r a ŋ,13904,,
967,Singchung,salt,su-ruwa,s u + r u w a,14303,,
968,Singchung,sand,bali,b a l i,14504,,
969,Singchung,tosay,je-ma-ge,j e + m a + g e,14702,,
970,Singchung,tosee,rək-ma-ge,r ə k + m a + g e,14903,,
971,Singchung,tosit,duk-ma,d u k + m a,15102,,
972,Singchung,skinhide,e-kʰuk,e + kʰ u k,15301,,
973,Singchung,tosleep,mijen-ma-ge,m i j e n + m a + g e,15502,,
974,Singchung,small,ẽeᵘ,ẽeᵘ/ẽu,15704,,
975,Singchung,smoke,boᵉ-kʰaᵘ,b oᵉ/o + kʰ aᵘ/a,15901,,
976,Singchung,stand,riᵒ-ma,r iᵒ/i + m a,16103,,
977,Singchung,star,sa-dijoŋ,s a + d i j o ŋ,16303,,
978,Singchung,stonerock,labaᵘ,l a b aᵘ/a,16502,,
979,Singchung,sun,ha-naⁱ,h a + n aⁱ/ai,16703,,
980,Singchung,sweet,pʰi-jam,pʰ i + j a m,16901,,
981,Singchung,tail,e-ɲoⁱ,e + ɲ oⁱ/o,17101,,
982,Singchung,totake,tʰa-rija-ma-ge,tʰ a + r i j a + m a + g e,17302,,
983,Singchung,this,e-hihi,e + h i h i,17703,,
984,Singchung,tongue,iri,i r i,17901,,
985,Singchung,tooth,ʃiniŋ,ʃ i n i ŋ,18103,,
986,Singchung,water,kʰo,kʰ o,18301,,
987,Singchung,what,niwka,n i w k a,18505,,
988,Singchung,white,e-moᵘ,e + m oᵘ/o,18703,,
989,Singchung,who,ha-niju,h a + n i j u,18902,,
990,Singchung,wind,ha-sam,h a + s a m,19101,,
991,Singchung,woman,di-mi,d i + m i,19501,,
992,Singchung,wood,hiŋ,h i ŋ,19701,,
993,Singchung,yesterday,di-jo,d i + j o,19901,,
994,Wangho,1sg,ko,k o,101,,
995,Wangho,2sg,no,n o,301,,
996,Wangho,3sg,we,w e,501,,
997,Wangho,ant,ʃiŋiŋ,ʃ i ŋ i ŋ,702,,
998,Wangho,armhand,wat,w a t,903,,
999,Wangho,ash,s-pije,s + p i j e,1102,,
1000,Wangho,big,e-boᵘ,e + b oᵘ/o,1302,,
1001,Wangho,bird,fua,f ua,1501,,
1002,Wangho,bite,kʰrik,kʰ r i k,1702,,
1003,Wangho,bitter,ekʰoᵘ,e kʰ oᵘ/o,1902,,
1004,Wangho,black,e-saⁱ,e + s aⁱ/ai,2102,,
1005,Wangho,blood,e-fua,e + f ua,2301,,
1006,Wangho,bone,e-zak,e + z a k,2502,,
1007,Wangho,breast,ɲeoː,ɲ eoː,2701,,
1008,Wangho,toburnit,haᵘ,h aᵘ/a,2901,,
1009,Wangho,cloud,s-kə-moᵘ,s + k ə + m oᵘ/o,3303,,
1010,Wangho,tocryweep,ʧo,tʃ o,3501,,
1011,Wangho,todie,iⁱ,iⁱ/i,3701,,
1012,Wangho,todomake,ret,r e t,3901,,
1013,Wangho,dog,ʧaⁱ,tʃ aⁱ/ai,4106,,
1014,Wangho,drink,naŋ,n a ŋ,4303,,
1015,Wangho,dry,e-kaᵘ,e + k aᵘ/a,4502,,
1016,Wangho,ear,kʰõ,kʰ õ,4702,,
1017,Wangho,eat,ʧə-mut,tʃ ə + m u t,4902,,
1018,Wangho,egg,kʰe-re,kʰ e + r e,5105,,
1019,Wangho,eye,mi-jak,m i + j a k,5302,,
1020,Wangho,far,ruwaŋ,r u w a ŋ,5501,,
1021,Wangho,fat,e-ju,e + j u,5701,,
1022,Wangho,fingernail,pə-ʧi-jat,p ə + tʃ i + j a t,5901,,
1023,Wangho,fire,boᵉ,b oᵉ/o,6101,,
1024,Wangho,fish,ūa,ūa,6301,,
1025,Wangho,fleshmeat,e-pije,e + p i j e,6502,,
1026,Wangho,tofly,kʰeⁱ,kʰ eⁱ/e,6703,,
1027,Wangho,full,e-li-ja,e + l i + j a,6902,,
1028,Wangho,togive,pʰi,pʰ i,7101,,
1029,Wangho,togo,və-wa,v ə + w a,7301,,
1030,Wangho,good,a-vije,a + v i j e,7503,,
1031,Wangho,haironhead,kʰa-zijaᵘ,kʰ a + z i j aᵘ/a,7701,,
1032,Wangho,head,ki-ja-tuŋ,k i + j a + t u ŋ,8103,,
1033,Wangho,tohear,nū-a,n ū/u + a,8304,,
1034,Wangho,heavy,e-laⁱ,e + l aⁱ/ai,8501,,
1035,Wangho,tokill,ua,ua,8901,,
1036,Wangho,horn,e-rijok,e + r i j o k,9102,,
1037,Wangho,house,hõ,h õ,9302,,
1038,Wangho,knee,la-kijuŋ,l a + k i j u ŋ,9703,,
1039,Wangho,toknow,īt,ī/i t,9902,,
1040,Wangho,tolaugh,ʧijo,tʃ i j o,10102,,
1041,Wangho,leaf,rap,r a p,10301,,
1042,Wangho,legfoot,luᵉ,l uᵉ/ue,10501,,
1043,Wangho,long,e-pʰijam,e + pʰ i j a m,10902,,
1044,Wangho,moon,habije,h a b i j e,11301,,
1045,Wangho,mouth,ʃijam,ʃ i j a m,11502,,
1046,Wangho,name,e-beŋ,e + b e ŋ,11701,,
1047,Wangho,neck,ja-pu,j a + p u,12103,,
1048,Wangho,new,e-voŋ,e + v o ŋ,12302,,
1049,Wangho,nose,e-pʰuŋ,e + pʰ u ŋ,12501,,
1050,Wangho,oldofthings,e-hek,e + h e k,12902,,
1051,Wangho,one,ʧo,tʃ o,13102,,
1052,Wangho,path,ləmua,l ə m ua,13301,,
1053,Wangho,rain,ha-pʰije,h a + pʰ i j e,13503,,
1054,Wangho,red,e-ʃek,e + ʃ e k,13701,,
1055,Wangho,root,e-raŋ,e + r a ŋ,13904,,
1056,Wangho,salt,su-ruwa,s u + r u w a,14303,,
1057,Wangho,sand,bali,b a l i,14504,,
1058,Wangho,tosay,je,j e,14702,,
1059,Wangho,tosee,rək,r ə k,14903,,
1060,Wangho,tosit,tuk,t u k,15102,,
1061,Wangho,skinhide,e-kʰuk,e + kʰ u k,15301,,
1062,Wangho,tosleep,mijen,m i j e n,15502,,
1063,Wangho,small,e-juŋ,e + j u ŋ,15704,,
1064,Wangho,smoke,bu-kʰu,b u + kʰ u,15901,,
1065,Wangho,stand,riᵒ,r iᵒ/io,16103,,
1066,Wangho,star,sa-tijoŋ,s a + t i j o ŋ,16303,,
1067,Wangho,stonerock,labaᵘ,l a b aᵘ/a,16502,,
1068,Wangho,sun,ha-neⁱŋ,h a + n eⁱ/e ŋ,16703,,
1069,Wangho,sweet,pʰi-jaŋ,pʰ i + j a ŋ,16901,,
1070,Wangho,tail,e-ɲoⁱ,e + ɲ oⁱ/o,17101,,
1071,Wangho,totake,ɹije,ɹ i j e,17302,,
1072,Wangho,this,he-pʰomono,h e + pʰ o m o n o,17703,,
1073,Wangho,tongue,ri,r i,17901,,
1074,Wangho,tooth,ʃinijat,ʃ i n i j a t,18103,,
1075,Wangho,water,kʰoᵘ,kʰ oᵘ/o,18301,,
1076,Wangho,what,niw,n i w,18505,,
1077,Wangho,white,e-moŋ,e + m o ŋ,18703,,
1078,Wangho,who,ha-ŋuŋ,h a + ŋ u ŋ,18902,,
1079,Wangho,wind,ha-sam,h a + s a m,19101,,
1080,Wangho,woman,bi-mi,b i + m i,19501,,
1081,Wangho,wood,hiŋ,h i ŋ,19701,,
1082,Wangho,yesterday,di-jo,d i + j o,19901,,
1083,Bichom,1sg,go ~ gu,g o,101,,
1084,Bichom,1sg,go ~ gu,g u,101,,
1085,Bichom,2sg,no,n o,301,,
1086,Bichom,3sg,uwe,u w e,501,,
1087,Bichom,ant,siiŋ,s iː ŋ,702,,
1088,Bichom,armhand,wat,w a t,903,,
1089,Bichom,ash,s-pije,s + p i j e,1102,,
1090,Bichom,big,boᵘ,b oᵘ/o,1302,,
1091,Bichom,bird,fua,f ua,1501,,
1092,Bichom,bite,tʰok-pʰa,tʰ o k + pʰ a,1703,,
1093,Bichom,bitter,kʰoᵘ,kʰ oᵘ/o,1902,,
1094,Bichom,black,e-saⁱ/soⁱ,e + s aⁱ/ai,2102,,
1095,Bichom,black,e-saⁱ/soⁱ,s oⁱ/o,2102,,
1096,Bichom,blood,e-fua,e + f ua,2301,,
1097,Bichom,bone,e-zeŋ,e + z e ŋ,2502,,
1098,Bichom,breast,niw,n i w,2701,,
1099,Bichom,toburnit,fũp-pʰa,f ũ p + pʰ a,2903,,
1100,Bichom,cloud,ʧa-ka-maŋ,tʃ a + k a + m a ŋ,3303,,
1101,Bichom,tocryweep,ʧoa-pʰa,tʃ oa + pʰ a,3501,,
1102,Bichom,todie,i-pʰa,i + pʰ a,3701,,
1103,Bichom,todomake,reʔ-pʰa,r e ʔ + pʰ a,3901,,
1104,Bichom,dog,ʧoⁱ,tʃ oⁱ/o,4106,,
1105,Bichom,drink,naŋ-pʰa,n a ŋ + pʰ a,4303,,
1106,Bichom,dry,e-gaᵘ,e + g aᵘ/a,4502,,
1107,Bichom,ear,kʰõ,kʰ õ,4702,,
1108,Bichom,eat,ʧə-mut,tʃ ə + m u t,4902,,
1109,Bichom,egg,e-ri,e + r i,5105,,
1110,Bichom,eye,mi-jak,m i + j a k,5302,,
1111,Bichom,far,rᵘaŋ,r ᵘ/w a ŋ,5501,,
1112,Bichom,fat,e-ju,e + j u,5701,,
1113,Bichom,fingernail,bə-sen,b ə + s e n,5901,,
1114,Bichom,fire,boᵉ,b oᵉ/o,6101,,
1115,Bichom,fish,u-ŋa,u + ŋ a,6301,,
1116,Bichom,fleshmeat,e-bije,e + b i j e,6502,,
1117,Bichom,tofly,kʰeⁱ,kʰ eⁱ/e,6703,,
1118,Bichom,full,leⁱ,l eⁱ/e,6902,,
1119,Bichom,togive,pʰi-pʰa,pʰ i + pʰ a,7101,,
1120,Bichom,togo,tʰe-vəə,tʰ e + v əː,7301,,
1121,Bichom,good,a-vije,a + v i j e,7503,,
1122,Bichom,haironhead,kʰa-zijaŋ,kʰ a + z i j a ŋ,7701,,
1123,Bichom,head,kʰɾuk,kʰ ɾ u k,8101,,
1124,Bichom,tohear,joⁱ-pʰa,j oⁱ/o + pʰ a,8303,,
1125,Bichom,heavy,laⁱ,l aⁱ/ai,8501,,
1126,Bichom,tokill,ua-pʰa,u a + pʰ a,8901,,
1127,Bichom,horn,e-rijaŋ,e + r i j a ŋ,9102,,
1128,Bichom,house,hõ,h õ,9302,,
1129,Bichom,knee,lə-spau,l ə + s p au,9704,,
1130,Bichom,toknow,tʰe-jak-pa,tʰ e + j a k + p a,9903,,
1131,Bichom,tolaugh,ʃijaʔ,ʃ i j a ʔ,10102,,
1132,Bichom,leaf,rap,r a p,10301,,
1133,Bichom,legfoot,luᵉ,l uᵉ/ue,10501,,
1134,Bichom,long,pʰijaŋ,pʰ i j a ŋ,10902,,
1135,Bichom,moon,ha-bije,h a + b i j e,11301,,
1136,Bichom,mouth,sem,s e m,11502,,
1137,Bichom,name,e-beŋ,e + b e ŋ,11701,,
1138,Bichom,neck,e-jua,e + j ua,12103,,
1139,Bichom,new,e-wã,e + w ã,12302,,
1140,Bichom,nose,e-pʰuŋ,e + pʰ u ŋ,12501,,
1141,Bichom,oldofthings,e-hek,e + h e k,12902,,
1142,Bichom,one,ʤijo,dʒ i j o,13102,,
1143,Bichom,path,ləmua,l ə m ua,13301,,
1144,Bichom,rain,ha-pʰije,h a + pʰ i j e,13503,,
1145,Bichom,red,e-ʃaik,e + ʃ ai k,13701,,
1146,Bichom,root,e-raŋ,e + r a ŋ,13904,,
1147,Bichom,salt,su-rəja,s u + r ə j a,14303,,
1148,Bichom,sand,bali,b a l i,14504,,
1149,Bichom,tosay,je-pʰa,j e + pʰ a,14702,,
1150,Bichom,tosee,rəg,r ə g,14903,,
1151,Bichom,tosit,duk,d u k,15102,,
1152,Bichom,skinhide,e-kʰuk,e + kʰ u k,15301,,
1153,Bichom,tosleep,mijan-pʰa,m i j a n + pʰ a,15502,,
1154,Bichom,small,e-juŋ,e + j u ŋ,15704,,
1155,Bichom,smoke,bam-kʰam,b a m + kʰ a m,15901,,
1156,Bichom,stand,riᵒ,r iᵒ/io,16103,,
1157,Bichom,star,ta-dijaŋ,t a + d i j a ŋ,16303,,
1158,Bichom,stonerock,labaᵘ,l a b aᵘ/a,16502,,
1159,Bichom,sun,ha-naⁱ,h a + n aⁱ/ai,16703,,
1160,Bichom,sweet,pʰi-jaŋ,pʰ i + j a ŋ,16901,,
1161,Bichom,tail,e-ɲoⁱ,e + ɲ oⁱ/o,17101,,
1162,Bichom,totake,ɹeⁱ-pʰa,ɹ eⁱ/e + pʰ a,17302,,
1163,Bichom,this,he-pʰomono,h e + pʰ o m o n o,17703,,
1164,Bichom,tongue,ri,r i,17901,,
1165,Bichom,tooth,ʃinijat,ʃ i n i j a t,18103,,
1166,Bichom,water,kʰoᵘ,kʰ oᵘ/o,18301,,
1167,Bichom,what,niw,n i w,18505,,
1168,Bichom,white,e-moᵘ,e + m oᵘ/o,18703,,
1169,Bichom,who,ha-niju,h a + n i j u,18902,,
1170,Bichom,wind,a-ʃam,a + ʃ a m,19101,,
1171,Bichom,woman,bi-mi,b i + m i,19501,,
1172,Bichom,wood,hiŋ,h i ŋ,19701,,
1173,Bichom,yesterday,di-jo,d i + j o,19901,,
1174,Kaspi,1sg,gu,g u,101,,
1175,Kaspi,2sg,no,n o,301,,
1176,Kaspi,3sg,tʰe,tʰ e,502,,
1177,Kaspi,ant,ʃiŋiŋ,ʃ i ŋ i ŋ,702,,
1178,Kaspi,armhand,wat,w a t,903,,
1179,Kaspi,ash,s-pije,s + p i j e,1102,,
1180,Kaspi,big,boᵘ,b oᵘ/o,1302,,
1181,Kaspi,bird,fo,f o,1501,,
1182,Kaspi,bite,ʧi-pʰa,tʃ i + pʰ a,1704,,
1183,Kaspi,bitter,kʰoᵘ,kʰ oᵘ/o,1902,,
1184,Kaspi,black,soⁱ,s oⁱ/o,2102,,
1185,Kaspi,blood,nə-faⁱ,n ə + f aⁱ/ai,2301,,
1186,Kaspi,bone,ni-zeŋ,n i + z e ŋ,2502,,
1187,Kaspi,breast,dut,d u t,2705,,
1188,Kaspi,toburnit,ʤi-jo-pʰa,dʒ i + j o + pʰ a,2904,,
1189,Kaspi,cloud,ʧa-ka-maŋ,tʃ a + k a + m a ŋ,3303,,
1190,Kaspi,tocryweep,ʧoa-pʰa,tʃ oa + pʰ a,3501,,
1191,Kaspi,todie,i-dən,i + d ə n,3701,,
1192,Kaspi,todomake,reⁱ-pʰa,r eⁱ/e + pʰ a,3901,,
1193,Kaspi,dog,ʧoⁱ,tʃ oⁱ/o,4106,,
1194,Kaspi,drink,naŋ-pʰa,n a ŋ + pʰ a,4303,,
1195,Kaspi,dry,goᵘ,g oᵘ/o,4502,,
1196,Kaspi,ear,kʰõ,kʰ õ,4702,,
1197,Kaspi,eat,ʧə-mut,tʃ ə + m u t,4902,,
1198,Kaspi,egg,kʰe-re,kʰ e + r e,5105,,
1199,Kaspi,eye,mi-je,m i + j e,5302,,
1200,Kaspi,far,rᵘaŋ,r ᵘ/w a ŋ,5501,,
1201,Kaspi,fat,e-jo,e + j o,5701,,
1202,Kaspi,fingernail,pə̌-sen,p ə̌/ə + s e n,5901,,
1203,Kaspi,fire,baⁱ,b aⁱ/ai,6101,,
1204,Kaspi,fish,ūa,ūa,6301,,
1205,Kaspi,fleshmeat,mə-bi,m ə + b i,6502,,
1206,Kaspi,tofly,kʰeŋ-pʰa,kʰ e ŋ + pʰ a,6703,,
1207,Kaspi,full,leⁱ,l eⁱ/e,6902,,
1208,Kaspi,togive,pʰi-pʰa,pʰ i + pʰ a,7101,,
1209,Kaspi,togo,dun,d u n,7304,,
1210,Kaspi,good,a-vije,a + v i j e,7503,,
1211,Kaspi,haironhead,kʰa-zijaŋ,kʰ a + z i j a ŋ,7701,,
1212,Kaspi,head,kʰɾuk,kʰ ɾ u k,8101,,
1213,Kaspi,tohear,nu-a-pʰa,n u + a + pʰ a,8304,,
1214,Kaspi,heavy,laⁱ,l aⁱ/ai,8501,,
1215,Kaspi,tokill,ua-pʰa,u a + pʰ a,8901,,
1216,Kaspi,horn,e-rijaŋ,e + r i j a ŋ,9102,,
1217,Kaspi,house,hõ,h õ,9302,,
1218,Kaspi,knee,la-gijoŋ,l a + g i j o ŋ,9703,,
1219,Kaspi,toknow,it-pʰat,i t + pʰ a t,9902,,
1220,Kaspi,tolaugh,seʔ,s e ʔ,10102,,
1221,Kaspi,leaf,rap,r a p,10301,,
1222,Kaspi,legfoot,laⁱ,l aⁱ/ai,10501,,
1223,Kaspi,long,pʰijaŋ,pʰ i j a ŋ,10902,,
1224,Kaspi,moon,ha-bije,h a + b i j e,11301,,
1225,Kaspi,mouth,sem,s e m,11502,,
1226,Kaspi,name,e-beŋ,e + b e ŋ,11701,,
1227,Kaspi,neck,jua,j ua,12103,,
1228,Kaspi,new,m-vəo,m + v əo,12302,,
1229,Kaspi,nose,e-pʰuŋ,e + pʰ u ŋ,12501,,
1230,Kaspi,oldofthings,e-hek,e + h e k,12902,,
1231,Kaspi,one,ʤe,dʒ e,13103,,
1232,Kaspi,path,ləmua,l ə m ua,13301,,
1233,Kaspi,rain,ha-pʰije,h a + pʰ i j e,13503,,
1234,Kaspi,red,ʃeⁱ,ʃ eⁱ/e,13701,,
1235,Kaspi,root,e-raŋ,e + r a ŋ,13904,,
1236,Kaspi,salt,su-ɹe,s u + ɹ e,14303,,
1237,Kaspi,sand,bali,b a l i,14504,,
1238,Kaspi,tosay,si-pʰa,s i + pʰ a,14703,,
1239,Kaspi,tosee,rek-pʰa,r e k + pʰ a,14903,,
1240,Kaspi,tosit,dək-mu,d ə k + m u,15102,,
1241,Kaspi,skinhide,e-kʰuk,e + kʰ u k,15301,,
1242,Kaspi,tosleep,men,m e n,15502,,
1243,Kaspi,small,e-juŋ,e + j u ŋ,15704,,
1244,Kaspi,smoke,baiŋ-kʰam,b ai ŋ + kʰ a m,15901,,
1245,Kaspi,stand,ʤoi,dʒ oi,16102,,
1246,Kaspi,star,la-dijaŋ,l a + d i j a ŋ,16303,,
1247,Kaspi,stonerock,labaᵘ,l a b aᵘ/a,16502,,
1248,Kaspi,sun,ha-naⁱ,h a + n aⁱ/ai,16703,,
1249,Kaspi,sweet,pʰi-jaŋ,pʰ i + j a ŋ,16901,,
1250,Kaspi,tail,e-ɲoⁱ,e + ɲ oⁱ/o,17101,,
1251,Kaspi,totake,je-pʰa,j e + pʰ a,17302,,
1252,Kaspi,this,he-pʰomono,h e + pʰ o m o n o,17703,,
1253,Kaspi,tongue,ri,r i,17901,,
1254,Kaspi,tooth,ʃiniŋ,ʃ i n i ŋ,18103,,
1255,Kaspi,water,kʰoᵘ,kʰ oᵘ/o,18301,,
1256,Kaspi,what,nije,n i j e,18505,,
1257,Kaspi,white,mõᵘ,m õᵘ/õu,18703,,
1258,Kaspi,who,ha-niju,h a + n i j u,18902,,
1259,Kaspi,wind,ha-sam,h a + s a m,19101,,
1260,Kaspi,woman,hõa-mu,h õa + m u,19502,,
1261,Kaspi,wood,hiŋ,h i ŋ,19701,,
1262,Kaspi,yesterday,tʰə-mi-jaŋ,tʰ ə + m i + j a ŋ,19904,,
1263,Namphri,1sg,go,g o,101,,
1264,Namphri,2sg,no,n o,301,,
1265,Namphri,3sg,oe,oe,501,,
1266,Namphri,ant,ʃiŋiŋ,ʃ i ŋ i ŋ,702,,
1267,Namphri,armhand,wat,w a t,903,,
1268,Namphri,ash,s-pije,s + p i j e,1102,,
1269,Namphri,big,boᵘ,b oᵘ/o,1302,,
1270,Namphri,bird,fua,f ua,1501,,
1271,Namphri,bite,tʰok-pʰa,tʰ o k + pʰ a,1703,,
1272,Namphri,bitter,e-kʰoᵘ,e + kʰ oᵘ/o,1902,,
1273,Namphri,black,e-sui,e + s ui,2102,,
1274,Namphri,blood,mə-faⁱ,m ə + f aⁱ/ai,2301,,
1275,Namphri,bone,e-zeŋ,e + z e ŋ,2502,,
1276,Namphri,breast,niw,n i w,2701,,
1277,Namphri,toburnit,fu-pʰa,f u + pʰ a,2903,,
1278,Namphri,cloud,ʧa-ka-maŋ,tʃ a + k a + m a ŋ,3303,,
1279,Namphri,tocryweep,ʧo,tʃ o,3501,,
1280,Namphri,todie,i-dun,i + d u n,3701,,
1281,Namphri,todomake,ɾap-pʰa,ɾ a p + pʰ a,3901,,
1282,Namphri,dog,ʧoⁱ,tʃ oⁱ/o,4106,,
1283,Namphri,drink,naŋ,n a ŋ,4303,,
1284,Namphri,dry,nə-gou,n ə + g ou,4502,,
1285,Namphri,ear,kʰõ,kʰ õ,4702,,
1286,Namphri,eat,ʧə-mut,tʃ ə + m u t,4902,,
1287,Namphri,egg,kʰe-re,kʰ e + r e,5105,,
1288,Namphri,eye,mi-jak,m i + j a k,5302,,
1289,Namphri,far,rᵘaŋ,r ᵘ/w a ŋ,5501,,
1290,Namphri,fat,e-jo,e + j o,5701,,
1291,Namphri,fingernail,pə-ʃen,p ə + ʃ e n,5901,,
1292,Namphri,fire,boᵉ,b oᵉ/o,6101,,
1293,Namphri,fish,u-ŋə̄,u + ŋ ə̄/ə,6301,,
1294,Namphri,fleshmeat,e-bei,e + b ei,6502,,
1295,Namphri,tofly,kʰeⁱ-pʰa,kʰ eⁱ/e + pʰ a,6703,,
1296,Namphri,full,eleⁱ,e l eⁱ/e,6902,,
1297,Namphri,togive,pʰi,pʰ i,7101,,
1298,Namphri,togo,vəo-pʰa,v əo + pʰ a,7301,,
1299,Namphri,good,a-vije,a + v i j e,7503,,
1300,Namphri,haironhead,kʰa-zijaŋ,kʰ a + z i j a ŋ,7701,,
1301,Namphri,head,kʰɾuk,kʰ ɾ u k,8101,,
1302,Namphri,tohear,joⁱ,j oⁱ/o,8303,,
